Time,Input,Output
0.000580095,(-0.9038313597613239-0.056817546283811436j),(1.9797-2.44544j)
0.0005801000000000001,(-0.6624154046588782-1.0350369876566274j),(3.24061+0.0695207j)
0.000580105,(-0.1911030183300251-1.0174664523289463j),(2.95611+1.29757j)
0.00058011,(0.11580285125199156-0.16885515582670152j),(-0.0675044+1.43921j)
0.000580115,(0.05966981355418133+0.5799254527543101j),(-2.44767-1.60998j)
0.00058012,(-0.18094895573723+0.5593901951742739j),(-1.75221-2.45989j)
0.000580125,(-0.27142321136279757-0.011751412271699452j),(1.84502-1.08832j)
0.00058013,(-0.07735391507908469-0.40388451247592777j),(2.21801+1.57107j)
0.000580135,(0.23582654246026064-0.19737805077344858j),(-0.601746+2.28316j)
0.00058014,(0.4286423879566205+0.38152241704623857j),(-2.99663+0.684108j)
0.000580145,(0.4306959137146241+0.8320690797548979j),(-3.37179-0.197158j)
0.00058015,(0.3229924880821875+0.8885432605304722j),(-3.24205-0.692356j)
0.0005801550000000001,(0.14786252205510997+0.629327859761521j),(-2.81244-1.22166j)
0.00058016,(-0.14980203712979573+0.2589864904301262j),(-0.128951-2.23133j)
0.000580165,(-0.5533429618544385-0.050998778816706274j),(2.03658-2.19204j)
0.00058017,(-0.8394853302467365-0.14443975688205646j),(2.17926-2.52393j)
0.000580175,(-0.7381713922271345+0.09572274743303644j),(1.39827-2.91889j)
0.00058018,(-0.270054194190795+0.5963558812488129j),(-1.55012-2.7313j)
0.000580185,(0.15436557586516866+1.0402841460058112j),(-3.058-1.40181j)
0.00058019,(0.0834007039128251+1.1064592358005252j),(-2.88402-1.6223j)
0.000580195,(-0.4966398707400396+0.794189974755533j),(-1.35603-2.91769j)
0.0005802,(-1.0791900138841792+0.43845219606898894j),(0.628577-3.19626j)
0.000580205,(-1.0904844055531988+0.36224061025355553j),(0.924032-3.1384j)
0.0005802100000000001,(-0.4346873988459821+0.5603036140991003j),(-0.637631-3.00767j)
0.000580215,(0.422708498590961+0.7639560305868299j),(-3.23043-0.315699j)
0.00058022,(0.8903700983801244+0.7464988392133249j),(-3.19791+0.901121j)
0.000580225,(0.7331509217863018+0.4787270811193588j),(-2.98451+1.22075j)
0.00058023,(0.14170150029500414+0.022704127479642046j),(-1.02593+0.326499j)
0.000580235,(-0.5598457934214498-0.5592768512200982j),(3.13124-0.682209j)
0.00058024,(-1.1563172410549127-1.0973317138436853j),(3.29546-0.58646j)
0.0005802450000000001,(-1.5082880000879757-1.2448499814183678j),(3.25583-0.518382j)
0.00058025,(-1.4441686584817381-0.7460432409661488j),(3.0685-1.13528j)
0.000580255,(-0.8619607696306006+0.15299655869316653j),(1.86624-2.41224j)
0.00058026,(0.035025948756806057+0.727445942759467j),(-2.30086-1.95928j)
0.0005802650000000001,(0.7467277495521505+0.41894370136795445j),(-2.9115+1.39214j)
0.00058027,(0.8715438898346176-0.5193442204627291j),(-0.215591+3.29372j)
0.000580275,(0.5146660043148961-1.175370137508771j),(1.66839+2.87254j)
0.00058028,(0.2077603569759267-0.88751649765147j),(2.09971+2.44086j)
0.000580285,(0.3494616350278834+0.052368018231756124j),(-2.06141+1.04306j)
0.00058029,(0.7638426866326543+0.7111310806496132j),(-3.20604+0.821295j)
0.000580295,(0.8920813698451274+0.5128413888957174j),(-2.96111+1.458j)
0.0005803000000000001,(0.4295535844509731-0.19851904657881564j),(-1.19614+2.45987j)
0.000580305,(-0.30781773280551117-0.6333215673233522j),(3.08939+0.546622j)
0.00058031,(-0.7048571594214269-0.4640101465203326j),(3.00929-1.35397j)
0.000580315,(-0.4957264518152132-0.11078282529725281j),(2.38539-1.62071j)
0.0005803200000000001,(-0.014717779122606132-0.14831878703142826j),(0.759238+0.954188j)
0.000580325,(0.1962372772111291-0.6126707433586666j),(1.94024+2.48534j)
0.00058033,(-0.05658930267412854-1.0071988235389282j),(2.95882+1.64865j)
0.000580335,(-0.5072497538230581-0.9105631016671603j),(3.32373+0.286421j)
0.00058034,(-0.799323789150542-0.4124408698009428j),(2.88682-1.53914j)
0.000580345,(-0.8358338769779047+0.06571660238792187j),(1.59605-2.83272j)
0.00058035,(-0.7363467768079565+0.2386801431889151j),(0.837382-3.11016j)
0.0005803550000000001,(-0.5705712428891182+0.14911752854379465j),(1.15779-2.77868j)
0.00058036,(-0.2763303378494556-0.007415939351571459j),(1.88707-1.07859j)
0.000580365,(0.15231205010716506-0.08465571040150986j),(-0.644901+1.20995j)
0.00058037,(0.5315520310565754-0.01152323533493081j),(-1.84247+2.36732j)
0.000580375,(0.6500920276803821+0.20958586136729487j),(-2.47405+2.07822j)
0.00058038,(0.5286984303279212+0.4138098869729455j),(-2.99833+1.0789j)
0.000580385,(0.4081049079461105+0.29173178103448283j),(-2.83537+0.70496j)
0.00058039,(0.44666852153147735-0.300288138359498j),(-0.338878+2.98324j)
0.000580395,(0.5162639318257236-1.0137016551059397j),(1.67788+2.97639j)
0.0005804,(0.3835759428042424-1.1836975844949604j),(1.99493+2.6819j)
0.000580405,(0.05818656345581385-0.5057673926968804j),(1.49737+2.30662j)
0.0005804100000000001,(-0.16041258694195668+0.5107878631377138j),(-1.34299-2.47167j)
0.000580415,(-0.03491193807348823+0.9566563096985407j),(-2.72615-1.89996j)
0.00058042,(0.28671131059364946+0.46651927052551245j),(-2.86793-0.595918j)
0.000580425,(0.4021710185804505-0.3754751837264034j),(0.0492766+2.9339j)
0.00058043,(0.11215184246925511-0.6842063354567406j),(2.33384+2.2078j)
0.000580435,(-0.3487771264418822-0.25545060354594473j),(2.75035-0.265774j)
0.00058044,(-0.5911065004691548+0.27336339316662567j),(0.582759-3.12292j)
0.000580445,(-0.52253785305391+0.24620973763492834j),(0.578658-3.01747j)
0.00058045,(-0.42795565694014526-0.2358265424602606j),(2.67844-1.0492j)
0.000580455,(-0.5859726860741452-0.5218533444679088j),(3.16296-0.989845j)
0.00058046,(-0.899153143613491-0.26982528385197j),(2.5297-2.20071j)
0.0005804650000000001,(-0.9826698583970607+0.1731906731954389j),(1.32565-3.04903j)
0.00058047,(-0.5976115544666399+0.31660300046935147j),(0.503246-3.06132j)
0.000580475,(0.0763271522000829+0.19954580945781739j),(-1.17-1.04602j)
0.00058048,(0.6165488845358487+0.2544238406669429j),(-2.65732+1.70332j)
0.000580485,(0.7429629523291437+0.567946552499289j),(-3.09931+1.23066j)
0.00058049,(0.4903637270813794+0.6281877529283436j),(-3.2115+0.334584j)
0.000580495,(0.06354884370355318+0.009355498874866787j),(-0.513282+0.117335j)
0.0005805,(-0.36817227718874096-0.8866030787266433j),(3.25751+0.558526j)
0.000580505,(-0.7028036336634234-1.1315593655742195j),(3.33981+0.201253j)
0.00058051,(-0.833322530542251-0.392930152669434j),(2.87011-1.49368j)
0.000580515,(-0.6676625630080624+0.5241357805647376j),(-0.132823-3.21908j)
0.0005805200000000001,(-0.25202806061593863+0.5252758873979148j),(-1.19444-2.73048j)
0.000580525,(0.20114307023950256-0.4619566207623288j),(1.14154+2.56481j)
0.00058053,(0.4811228611703628-1.334640617430124j),(1.93952+2.77251j)
0.000580535,(0.5769607305019542-1.091511168432201j),(1.43024+2.96548j)
0.00058054,(0.6629843468602296-0.042099722712595794j),(-1.80983+2.30709j)
0.000580545,(0.8812425764232837+0.5341767214464044j),(-2.92779+1.42431j)
0.00058055,(1.1733166117507676-0.10097079475441084j),(-1.68754+2.84256j)
0.000580555,(1.350728791631626-1.2701790215308866j),(0.168844+3.31507j)
0.00058056,(1.3028087457505941-1.6769149123049953j),(0.493596+3.24272j)
0.000580565,(1.0903710615990236-0.8947038378044829j),(-0.208932+3.19835j)
0.00058057,(0.843021217130918+0.2246454947454164j),(-2.54269+1.61805j)
0.0005805750000000001,(0.6179179017078512+0.6325237147831758j),(-3.12286+0.519352j)
0.00058058,(0.39760836881726724+0.27633033784945565j),(-2.73417+0.385049j)
0.000580585,(0.19167351623270876-0.005818656345581385j),(-1.26792+0.706319j)
0.00058059,(0.07712567146940189+0.360187084495552j),(-1.96846-1.60169j)
0.000580595,(0.10964182949188593+0.9750246975663973j),(-3.04501-1.46843j)
0.0005806,(0.2361687967532614+1.0336679704846252j),(-3.12513-1.16925j)
0.000580605,(0.341703130243045+0.38060899812141247j),(-2.82001-0.26553j)
0.00058061,(0.3863139771482474-0.28785363985730067j),(-0.522037+2.74631j)
0.000580615,(0.45967418466550003-0.28249091512346636j),(-0.435672+2.93751j)
0.00058062,(0.6705139413062432+0.25545060354594484j),(-2.52708+1.97041j)
0.000580625,(0.9857501470340655+0.5571077590774448j),(-2.95901+1.58478j)
0.0005806300000000001,(1.2076576074354781+0.16029835401559167j),(-2.27728+2.42417j)
0.000580635,(1.122089589324378-0.5588190305424481j),(-0.613283+3.24861j)
0.00058064,(0.6814683011127356-0.83594722093208j),(0.803653+3.169j)
0.000580645,(0.05681754628381141-0.3617827895759055j),(0.852277+2.16784j)
0.00058065,(-0.46903061696116594+0.4249909346877896j),(-0.181439-2.98572j)
0.000580655,(-0.6658379475888839+0.8288732247332437j),(-1.05012-3.16926j)
0.00058066,(-0.4629833836413305+0.5572233254620944j),(-0.811492-3.03846j)
0.0005806650000000001,(0.03399918587780421-0.09732000821472189j),(0.195474+0.673446j)
0.00058067,(0.5912220668538041-0.595900283001637j),(0.759539+3.18895j)
0.000580675,(0.9358921417796787-0.59167766510098j),(-0.0119182+3.32773j)
0.00058068,(0.8739396698856214-0.12207788369541499j),(-1.36378+2.91795j)
0.0005806850000000001,(0.40080200140844824+0.47450668564917575j),(-2.96734+0.166494j)
0.00058069,(-0.2666316512607893+0.7921364489975294j),(-2.10422-2.44274j)
0.000580695,(-0.7915652843657037+0.6192869188798538j),(-0.381853-3.25302j)
0.0005807,(-0.9219730597208295+0.08956172567293096j),(1.43971-2.89654j)
0.000580705,(-0.6595618039302233-0.41666126527112574j),(2.85601-1.3593j)
0.00058071,(-0.24210268611892105-0.5832346517301406j),(2.96513+0.649499j)
0.000580715,(0.06811260468197353-0.4155211584379483j),(1.53634+2.20798j)
0.0005807200000000001,(0.21426363302903312-0.1904185097440241j),(-0.607561+2.15905j)
0.000580725,(0.3632673731325572-0.1628083669929609j),(-1.11599+2.4701j)
0.00058073,(0.6764478306719031-0.3498038893208843j),(-0.271317+3.31237j)
0.000580735,(1.063330750021502-0.587341703246148j),(-0.26645+3.37628j)
0.00058074,(1.2116513149973092-0.7168360596764483j),(-0.348529+3.30769j)
0.000580745,(0.909649682742334-0.6572793678333948j),(-0.065382+3.26179j)
0.00058075,(0.32881081106319776-0.3642941360115591j),(-0.157339+2.69622j)
0.000580755,(-0.07792441298176812+0.1451242654680576j),(-0.102478-1.11048j)
0.00058076,(-0.011637312691162712+0.6848908440427425j),(-2.54869-1.8374j)
0.000580765,(0.3486637824877066+0.9334963617286747j),(-3.27601-0.69681j)
0.00058077,(0.508049828793709+0.7190029293886269j),(-3.27574+0.118971j)
0.0005807750000000001,(0.15641932386621976+0.26742950380096586j),(-1.97428-1.05323j)
0.00058078,(-0.5234512719787363+0.036052933878855234j),(1.70144-2.33026j)
0.000580785,(-1.069720237634337+0.22202191557082382j),(1.21703-3.15081j)
0.00058079,(-1.2190653430586726+0.5115857156778906j),(0.753362-3.24856j)
0.000580795,(-1.1119353044885354+0.42647329581396726j),(0.860079-3.16307j)
0.0005808,(-1.029218664675617-0.1019977798764602j),(2.08158-2.46195j)
0.000580805,(-1.031043280094795-0.6326370587373511j),(2.9725-1.33249j)
0.00058081,(-0.9507224203328809-0.7361178664691314j),(3.12343-0.945173j)
0.000580815,(-0.7144402796254435-0.4926461631782078j),(3.00116-1.06594j)
0.00058082,(-0.5256181416909151-0.33930735019204067j),(2.8544-0.933329j)
0.000580825,(-0.625563062538514-0.47587570282117825j),(3.02049-1.13593j)
0.0005808300000000001,(-0.9239110190941836-0.6210004127753306j),(3.05397-1.31457j)
0.000580835,(-1.012219293979762-0.44313041221682187j),(2.79877-1.74139j)
0.00058084,(-0.6227116842403339-0.0737031285393958j),(2.24258-1.97367j)
0.000580845,(-0.002966366850906665+0.0320596708031183j),(-0.0138787-0.201347j)
0.00058085,(0.29378530679248643-0.2598999093549526j),(-0.411822+2.55147j)
0.000580855,(0.02144918766387159-0.484774314439194j),(1.97796+2.10837j)
0.00058086,(-0.4394789589479908-0.11922539418199758j),(2.49224-1.34946j)
0.000580865,(-0.459787528619676+0.7111310806496134j),(-1.37186-3.055j)
0.00058087,(0.15676157815922045+1.2980171856485851j),(-2.96877-1.63421j)
0.000580875,(0.9450196637365202+1.1760546460947725j),(-3.33365-0.0075556j)
0.00058088,(1.2555754308860354+0.6796414632630833j),(-3.05609+1.23966j)
0.0005808850000000001,(0.8990397996593152+0.4934462381488584j),(-2.95109+1.26545j)
0.00058089,(0.2609266722339544+0.7454720763343232j),(-2.98602-0.860793j)
0.000580895,(-0.17307666251212128+0.8224837371204073j),(-2.31052-2.21857j)
0.0005809,(-0.2901338535236552+0.1893917468650221j),(0.823214-2.2304j)
0.000580905,(-0.30861780777616216-0.8086802214462081j),(3.20586+0.559553j)
0.00058091,(-0.3691990400677428-1.2268238478435107j),(3.18293+0.994735j)
0.000580915,(-0.3272151059828442-0.602060860275648j),(2.96326+0.675963j)
0.00058092,(-0.0003422742948748621+0.4640101465203323j),(-1.74079-2.01902j)
0.000580925,(0.4831763869283662+0.941939375099514j),(-3.32016-0.383542j)
0.00058093,(0.729043870270294+0.4691439609153416j),(-3.00829+1.2643j)
0.000580935,(0.5066808116217066-0.3703413693313944j),(-0.203505+3.03489j)
0.0005809400000000001,(0.043468739884598206-0.8124450186692141j),(2.63416+1.93878j)
0.000580945,(-0.20422358111955546-0.7062261765934289j),(3.07562+0.942825j)
0.00058095,(-0.06891112395129255-0.4245331140101396j),(2.17391+1.63683j)
0.000580955,(0.13246018989789304-0.1933847876977117j),(-0.123803+1.91667j)
0.00058096,(-0.020194181175186895+0.16029835401559162j),(-0.550684-1.15233j)
0.000580965,(-0.5132969871428935+0.7407960826169642j),(-1.35742-3.08684j)
0.00058097,(-0.8479261211871018+1.1523235334930808j),(-1.05616-3.19765j)
0.000580975,(-0.5715980057681198+0.8454169971819214j),(-1.07688-3.07164j)
0.00058098,(0.17752619056417654-0.11660137052131049j),(-0.570434+1.15857j)
0.000580985,(0.7406805162323151-0.8999532185841421j),(0.906883+3.17169j)
0.00058099,(0.5852881774881443-0.6902535687765766j),(0.855688+3.12143j)
0.0005809950000000001,(-0.1541375544985332+0.4303536594216237j),(-0.987632-2.43756j)
0.000581,(-0.8190611941904015+1.5539256098721799j),(-1.37716-3.04801j)
0.000581005,(-0.8960728549764849+1.882507510596551j),(-1.23666-3.05567j)
0.00058101,(-0.48420314980736806+1.4558053044437593j),(-1.55305-2.85817j)
0.000581015,(-0.0812331674715038+0.9061137958581519j),(-1.9783-2.36774j)
0.00058102,(0.021335088083334862+0.6696027448118906j),(-2.24049-1.96983j)
0.000581025,(0.021905541537408885+0.6267031693716913j),(-2.39491-1.82127j)
0.00058103,(0.2556795138847698+0.47427777531035065j),(-2.84939-0.682199j)
0.000581035,(0.659219549637223+0.20274033102118805j),(-2.49893+1.983j)
0.00058104,(0.7418228454959661+0.04004597471154476j),(-1.87469+2.65607j)
0.000581045,(0.15607706957321915+0.03765019466054052j),(-1.28257+0.370187j)
0.0005810500000000001,(-0.7830089270406883-0.053851046087076346j),(1.88781-2.64529j)
0.000581055,(-1.2921988626675742-0.42476202434896465j),(2.6579-2.05299j)
0.00058106,(-0.9018934003879697-0.876335449936626j),(3.22273-0.574634j)
0.000581065,(0.010382306202478082-1.0089100950039316j),(2.6058+1.84838j)
0.00058107,(0.5606458683921005-0.70645286450178j),(1.00967+3.0274j)
0.000581075,(0.2544238406669428-0.28819589415030106j),(-0.207124+2.48098j)
0.00058108,(-0.5146660043148963-0.1275541746264722j),(2.41353-1.56654j)
0.0005810850000000001,(-0.9002954728771424-0.22943705484742463j),(2.40804-2.31743j)
0.00058109,(-0.4925328192240323-0.28944934493765406j),(2.77827-1.02708j)
0.000581095,(0.30097264694549913-0.11682961413099337j),(-1.25622+1.92408j)
0.0005811,(0.7599623230249986+0.14740603483574424j),(-2.22291+2.41668j)
0.0005811050000000001,(0.6338927319551783+0.2677717580939665j),(-2.62279+1.79923j)
0.00058111,(0.32413259491536467+0.24700759017510504j),(-2.6686+0.26487j)
0.000581115,(0.3179720176413538+0.2975501040154931j),(-2.79154+0.0648111j)
0.00058112,(0.5869994489531477+0.5194575644169049j),(-3.18319+0.960905j)
0.000581125,(0.6583083531428706+0.7474122581381515j),(-3.29876+0.56667j)
0.00058113,(0.2462097376349285+0.7693187553206643j),(-3.11199-0.813245j)
0.000581135,(-0.34033411307104255+0.5906509022219784j),(-1.39699-2.76095j)
0.0005811400000000001,(-0.5220822548067338+0.3604137724039029j),(-0.0413682-3.08385j)
0.000581145,(-0.1355404785348985+0.07917941947045284j),(0.670235-1.13622j)
0.00058115,(0.33303342896385435-0.45088891700165995j),(0.846476+2.87866j)
0.000581155,(0.270054194190795-1.2793065434877269j),(2.34683+2.48994j)
0.00058116,(-0.3557377786865436-2.0065257983388425j),(2.87365+1.72425j)
0.000581165,(-0.9001799064924927-2.0159955745886844j),(3.08698+1.15785j)
0.00058117,(-0.6974409089295893-1.103492291117696j),(3.10565+0.745234j)
0.000581175,(0.22829694801424738+0.18790849676665464j),(-1.39915-0.151607j)
0.00058118,(1.14616295621907+0.9688641202923867j),(-3.1693+0.666473j)
0.000581185,(1.3066891093582502+0.7868892906483447j),(-3.07784+1.10576j)
0.00058119,(0.6245362996595121-0.004563649856896696j),(-2.21697+1.71429j)
0.0005811950000000001,(-0.30713322421951-0.6472406493822019j),(2.90746+0.79166j)
0.0005812,(-0.8126739290080397-0.6953873831715858j),(3.18598-0.872797j)
0.000581205,(-0.70063454152077-0.3260727767191928j),(2.7591-1.58107j)
0.00058121,(-0.2807796436584635-0.016086885191827494j),(1.89834-0.909384j)
0.000581215,(0.06811260468197357-0.02087871198549286j),(-0.313881+0.424049j)
0.00058122,(0.2591020568147759-0.20251230965455255j),(-0.726305+2.28629j)
0.000581225,(0.44107688645881815-0.28420218658846963j),(-0.380686+2.97363j)
0.00058123,(0.6859176069217439-0.17147940173043597j),(-0.990603+3.1004j)
0.000581235,(0.8289887911178928+0.003536842529285403j),(-1.69949+2.8401j)
0.00058124,(0.6513477008982093+0.07746814800544985j),(-2.04449+2.36984j)
0.000581245,(0.17159341241375375+0.022247862503323716j),(-1.33167+0.528132j)
0.0005812500000000001,(-0.3095290042705142-0.08362894752250812j),(2.21533-0.782199j)
0.000581255,(-0.4856877333640205-0.1826602272022331j),(2.61283-1.46372j)
0.00058126,(-0.35562221230189445-0.28465778483564574j),(2.8254-0.419856j)
0.000581265,(-0.22099493044877475-0.3928168087152588j),(2.76786+0.678299j)
0.00058127,(-0.356764541565546-0.4329761273809791j),(3.08194-0.12602j)
0.000581275,(-0.6843196794109166-0.3026839184105024j),(2.74964-1.84887j)
0.00058128,(-0.8043442595913757+0.001369097179499362j),(1.75419-2.81279j)
0.000581285,(-0.383918197097243+0.3240192509611891j),(0.175123-2.8955j)
0.00058129,(0.46959955916251755+0.44757971802582924j),(-3.07892+0.558974j)
0.000581295,(1.2359513698003526+0.2715365553169733j),(-2.48881+2.31557j)
0.0005813,(1.4131368617728592-0.08842072986756394j),(-1.85855+2.76708j)
0.0005813050000000001,(0.9575697286233664-0.3729638372907496j),(-0.918508+3.11228j)
0.00058131,(0.3096445706551639-0.3606426827427279j),(-0.116735+2.68945j)
0.000581315,(-0.021677364600640237-0.008899122777024746j),(0.107192+0.0256776j)
0.00058132,(0.08340070391282521+0.5387393712095879j),(-2.49219-1.53629j)
0.000581325,(0.29093392849430616+1.0458757810784707j),(-3.22112-1.00117j)
0.00058133,(0.18676750096128766+1.2924277730063993j),(-2.95954-1.49826j)
0.000581335,(-0.29412756108548715+1.1523235334930806j),(-2.1046-2.48713j)
0.00058134,(-0.800579462368369+0.6450715572395488j),(-0.255847-3.20042j)
0.000581345,(-0.9026912529281466-0.05008602662102204j),(1.87995-2.57399j)
0.00058135,(-0.48078060687736246-0.6564815152932182j),(3.15318-0.231519j)
0.000581355,(0.1936130313073946-0.9483266402818763j),(2.38056+2.19899j)
0.0005813600000000001,(0.7145536235796193-0.8832961021812873j),(1.01702+3.1057j)
0.000581365,(0.8463304161067481-0.5993228259316429j),(0.0917142+3.24833j)
0.00058137,(0.6191735749256783-0.27073870277679646j),(-0.744011+2.94835j)
0.000581375,(0.21700188961608516+0.028180640653746522j),(-1.54863+0.663773j)
0.00058138,(-0.1637211191886451+0.3114691860743423j),(-0.414061-2.41119j)
0.000581385,(-0.37969557919658636+0.5558543082900921j),(-1.19803-2.96978j)
0.00058139,(-0.3752462733875782+0.6471273054280258j),(-1.54442-2.88301j)
0.000581395,(-0.23137723665125295+0.4931039838558582j),(-1.30721-2.6806j)
0.0005814,(-0.15014429142279645+0.18859300535265597j),(0.302703-1.96901j)
0.000581405,(-0.29618108684349065+0.010952781880856863j),(1.8855-1.33101j)
0.00058141,(-0.6049122385738283+0.19760629438313143j),(0.932739-3.05975j)
0.0005814150000000001,(-0.7937343765083567+0.7021191250774219j),(-0.518554-3.37424j)
0.00058142,(-0.6345772405411794+1.172632103164766j),(-1.44645-3.0328j)
0.000581425,(-0.21814266317840478+1.2034349895348206j),(-2.23658-2.42942j)
0.00058143,(0.11911138349867992+0.6537434809492134j),(-2.49948-1.64852j)
0.000581435,(0.16782839294769966-0.21540462883439992j),(-0.263472+1.79489j)
0.00058144,(0.08807847557456329-0.8924236241381278j),(2.56485+2.05732j)
0.000581445,(0.19498227072244437-0.9510646746258811j),(2.38029+2.28402j)
0.0005814500000000001,(0.5081631727478845-0.3514018168317115j),(-0.150914+2.97427j)
0.000581455,(0.6344616741565297+0.5074786641618833j),(-2.99742+1.1241j)
0.00058146,(0.20080081594650204+1.0477003964976497j),(-3.06752-1.1631j)
0.000581465,(-0.6237384471193355+0.9260801112368365j),(-1.2712-2.99017j)
0.0005814700000000001,(-1.1750278832157701+0.2852289494674712j),(1.13446-3.03919j)
0.000581475,(-0.9417104647606891-0.38711182968842406j),(2.67318-1.7757j)
0.00058148,(-0.11911138349867988-0.6755344117470763j),(2.68368+1.35708j)
0.000581485,(0.5769607305019541-0.5499204189244324j),(0.669355+3.10539j)
0.00058149,(0.6476962476293774-0.2921873792816588j),(-0.44752+3.11643j)
0.000581495,(0.2621823454517813-0.15744608674522162j),(-1.0188+2.04797j)
0.0005815,(-0.06719985248628946-0.15767433035490447j),(1.02133+0.822381j)
0.0005815050000000001,(-0.1478625220551098-0.16725789504501615j),(1.69853+0.593904j)
0.00058151,(-0.2790683721934604-0.14877505200774663j),(2.39091-0.20592j)
0.000581515,(-0.7483256770629775-0.1808349450539123j),(2.41026-2.31777j)
0.00058152,(-1.3236884800541042-0.280437389365463j),(2.46776-2.33251j)
0.000581525,(-1.4345855382777224-0.30952900427051433j),(2.53752-2.14077j)
0.00058153,(-0.850779721915756-0.14078874809932j),(2.39451-2.02134j)
0.000581535,(-0.019281451203807542+0.14113100239232065j),(-0.270194-0.852504j)
0.00058154,(0.391561135497432+0.31306711358517j),(-2.79135+0.295351j)
0.000581545,(0.21471989800535132+0.3037106812895039j),(-2.44685-0.719345j)
0.00058155,(-0.08237394103382342+0.29743676006131764j),(-0.749196-2.20674j)
0.000581555,(0.0017113714743743557+0.45750731495332103j),(-2.02671-2.01693j)
0.0005815600000000001,(0.4029710935511014+0.6100460529688372j),(-3.29663+0.0186562j)
0.000581565,(0.5961269709099879+0.3670321703555638j),(-2.93253+1.3699j)
0.00058157,(0.233317418455081-0.3694279504065681j),(0.443974+2.72372j)
0.000581575,(-0.46446574476750885-1.136464269630404j),(3.31952+0.753714j)
0.00058158,(-0.9841522195232377-1.2929967152077506j),(3.34596+0.0793859j)
0.000581585,(-1.07108925480634-0.687857788725572j),(3.12402-1.00467j)
0.00058159,(-0.9028045968823218+0.16223786909027738j),(1.54548-2.79731j)
0.000581595,(-0.7807264909438595+0.6094771107674855j),(-0.177304-3.26497j)
0.0005816,(-0.7956723358817108+0.5072497538230586j),(0.0346857-3.25217j)
0.000581605,(-0.8260218464350632+0.21608913742040117j),(0.977284-3.06447j)
0.00058161,(-0.7353200139289549+0.05533429618544389j),(1.51453-2.77825j)
0.0005816150000000001,(-0.45191567988066206-0.06400533092291887j),(2.19279-1.67456j)
0.00058162,(0.06856886965829193-0.39258789837643376j),(1.43614+2.20033j)
0.000581625,(0.7743392257614974-0.8810136660844586j),(0.926252+3.25229j)
0.00058163,(1.3609964204216445-1.162477818328924j),(0.128185+3.32457j)
0.000581635,(1.3623654375936463-1.0016071884662687j),(-0.267586+3.26569j)
0.00058164,(0.6030876231546497-0.5824367991899638j),(-0.207179+3.00031j)
0.000581645,(-0.44005012357981615-0.2500878788121105j),(2.61509-0.296832j)
0.00058165,(-0.9341808703146754-0.08534044123055858j),(2.07873-2.51456j)
0.000581655,(-0.4908215477590289+0.0862531934262425j),(1.6521-2.27816j)
0.00058166,(0.38870975719925166+0.29823461260149436j),(-2.77103+0.346758j)
0.000581665,(0.8114182557902127+0.3043951898755053j),(-2.64703+2.01635j)
0.0005816700000000001,(0.44507059402064963-0.018710975525428823j),(-1.96011+1.9414j)
0.000581675,(-0.16064060830859225-0.29298745425230965j),(2.07436+1.12728j)
0.00058168,(-0.262980197991958+0.042784231298597014j),(1.64065-1.27903j)
0.000581685,(0.19714980716376582+0.9665816841955578j),(-3.14065-1.24498j)
0.00058169,(0.5792409441683091+1.667560702439803j),(-3.18196-1.10839j)
0.000581695,(0.3710258779173956+1.347646280564147j),(-2.99507-1.3419j)
0.0005817,(-0.18996224476770565+0.18208995154259686j),(0.354994-1.44138j)
0.000581705,(-0.4562516417354939-0.7677208278098363j),(3.14948+0.179783j)
0.00058171,(-0.19669354218744742-0.6983543278544152j),(2.9651+0.984823j)
0.000581715,(0.16360710850532725+0.05841480706549668j),(-1.23758+0.322285j)
0.00058172,(0.164862114994012+0.4876256927373744j),(-2.69063-1.09325j)
0.0005817250000000001,(-0.05761606555313036+0.12356091155073513j),(-0.129483-1.15327j)
0.00058173,(0.01916735162327092-0.4496332437838333j),(1.927+2.0335j)
0.000581735,(0.5426175123867701-0.4196282099539554j),(0.334395+3.20436j)
0.00058174,(0.9985268998292639+0.1860829923752865j),(-2.20351+2.50206j)
0.000581745,(0.824197231015884+0.5439887519892465j),(-2.99537+1.35178j)
0.00058175,(0.14809054342174532+0.11101084666388827j),(-1.36736-0.184111j)
0.000581755,(-0.30987125856351483-0.6634421675378795j),(3.1164+0.473833j)
0.00058176,(-0.08328669322950756-0.8911679509203014j),(2.96923+1.42328j)
0.000581765,(0.49903565079104384-0.34033411307104267j),(-0.11474+2.97297j)
0.00058177,(0.7371446293481335+0.31078467748834127j),(-2.5877+1.92139j)
0.000581775,(0.38551390217759635+0.3259594327650172j),(-2.83113+0.425675j)
0.0005817800000000001,(-0.14786252205510983-0.24883220559428354j),(1.89957+1.00828j)
0.000581785,(-0.4170035195641262-0.7620158487830022j),(3.35149+0.187112j)
0.00058179,(-0.5061096469898814-0.7907674318255271j),(3.33216-0.0294856j)
0.000581795,(-0.8111893454513873-0.511927969970891j),(3.0163-1.36574j)
0.0005818,(-1.3768556842843214-0.2573907853497728j),(2.43455-2.27333j)
0.000581805,(-1.7169608870165383-0.033999185877804136j),(2.15127-2.50587j)
0.00058181,(-1.3932838903483509+0.29196069137330766j),(1.56136-2.86926j)
0.000581815,(-0.6057100911140053+0.532692137889753j),(0.182298-3.0512j)
0.00058182,(-0.017912345134586196+0.28671131059364924j),(-0.765443-1.7069j)
0.000581825,(-0.024415621187692433-0.4159767566851243j),(1.75088+1.87302j)
