Time,Input,Output
3.4025e-05,(0.14466777824869193-1.8234086394311504j),(2.34796+2.36256j)
3.403e-05,(-0.29560992221166504-1.030245427554619j),(2.84673+1.44792j)
3.4035e-05,(-0.5550542333194414+0.3582469026917236j),(0.713306-2.82585j)
3.404e-05,(-0.3772997991455821+1.2205499266153246j),(-1.95833-2.66684j)
3.4045000000000004e-05,(0.1096418294918859+0.9762803707842245j),(-2.8151-1.62115j)
3.405e-05,(0.46115654579167825+0.1103263380778871j),(-2.4584+1.13201j)
3.4055e-05,(0.30918674997751366-0.44187696142946886j),(0.559965+2.85059j)
3.406e-05,(-0.27633033784945565-0.299032465141671j),(2.62176+0.405069j)
3.4065e-05,(-0.8195190148680515+0.09252800362661875j),(1.48439-2.96761j)
3.407e-05,(-0.8753086870576237+0.12253414867173329j),(1.33197-3.03461j)
3.4075e-05,(-0.461727710423504-0.24609417125027877j),(2.67699-1.02147j)
3.408e-05,(-0.0442674813969645-0.5191153101239038j),(2.38169+1.64623j)
3.4085e-05,(-0.05761606555313036-0.3394229165766905j),(1.79637+1.72756j)
3.409e-05,(-0.4434726665098223+0.0803204152758197j),(1.65788-2.27462j)
3.4095e-05,(-0.7117022452814395+0.25921540076895166j),(0.698622-3.24399j)
3.41e-05,(-0.4836342076060166+0.05099877881670629j),(1.67966-2.3333j)
3.4105e-05,(0.06001206784718198-0.19920355516481686j),(0.46959+1.59725j)
3.4110000000000004e-05,(0.3458101817590525-0.08956172567293091j),(-1.52975+2.05668j)
3.4115e-05,(0.03377094226812133+0.37581743801940415j),(-1.92447-1.793j)
3.412e-05,(-0.5801543630931353+0.8261351903892389j),(-1.35814-3.12118j)
3.4125e-05,(-0.85614244664959+0.9345231246076765j),(-0.75298-3.26479j)
3.413e-05,(-0.4981222318662178+0.6805548821879102j),(-0.959621-3.05438j)
3.4135e-05,(0.1221918943787327+0.23354410636343198j),(-1.51438-1.05587j)
3.414e-05,(0.3674877686027399-0.264691469456961j),(-0.578257+2.66956j)
3.4145e-05,(0.02236187318664145-0.7064528645017805j),(2.59326+1.90507j)
3.415e-05,(-0.4928750735170328-0.9014355797103194j),(3.36159+0.250512j)
3.4155e-05,(-0.5978382423749911-0.6520322094842099j),(3.23825-0.523025j)
3.416e-05,(-0.17718393627117593-0.029207403532748363j),(1.27887-0.40365j)
3.4165e-05,(0.32687285168984354+0.5268738149087424j),(-3.03006-0.270741j)
3.417e-05,(0.4124408698009427+0.5415907495077682j),(-3.18634+0.232587j)
3.4175000000000004e-05,(0.03730794036753992-0.01551643173775351j),(-0.257728+0.190672j)
3.418e-05,(-0.3798111455812357-0.6640111097392313j),(3.26176+0.130896j)
3.4185e-05,(-0.41209861550794225-0.8934503870171304j),(3.32427+0.397603j)
3.419e-05,(-0.01745599126104895-0.6746232152527244j),(2.57698+1.71585j)
3.4195e-05,(0.4907059813743795-0.4205416288787816j),(0.371077+3.04951j)
3.42e-05,(0.7737680611296719-0.45579604348831804j),(-0.0234201+3.30929j)
3.4205e-05,(0.7234544576281096-0.6383420377641864j),(0.517982+3.26899j)
3.421e-05,(0.4543114599316665-0.5852881774881447j),(0.981338+3.02507j)
3.4215000000000004e-05,(0.1460370176637417-0.2123241179543471j),(-0.18398+2.00033j)
3.422e-05,(-0.06936761117065823+0.10211179055977775j),(0.0184966-0.921907j)
3.4225e-05,(-0.1366814743402655-0.03776420534385827j),(1.10619-0.306894j)
3.423e-05,(-0.08271619532682403-0.5195731308015539j),(2.57965+1.49289j)
3.4235e-05,(-0.014831878703142901-0.7767350058125023j),(2.87417+1.66551j)
3.424e-05,(-0.06092482004286601-0.40513796326328044j),(2.08381+1.72294j)
3.4245e-05,(-0.2577330396427736+0.3596159198637263j),(-0.368622-2.73043j)
3.425e-05,(-0.4912771460062055+0.8741685802244467j),(-1.61614-2.99614j)
3.4255e-05,(-0.5791276002141333+0.7721701336188448j),(-1.16301-3.09987j)
3.426e-05,(-0.43400289025998096+0.3143227868029969j),(0.331882-2.85524j)
3.4265e-05,(-0.15128506498511593+0.009469576231098736j),(1.01033-0.682323j)
3.427e-05,(0.06834062604860905-0.01403324831230018j),(-0.369311+0.370965j)
3.4275e-05,(0.0909307428449333-0.11374910325094048j),(-0.181895+1.14322j)
3.4280000000000004e-05,(-0.038790968222860045-0.5788986898753082j),(2.57227+1.70211j)
3.4285e-05,(-0.13702372863326603-1.1143310845395398j),(3.07601+1.47743j)
3.429e-05,(-0.04084471622391119-1.0576279934251407j),(2.82561+1.73663j)
3.4295e-05,(0.2346864356270834-0.1511710543017982j),(-0.830216+1.76655j)
3.43e-05,(0.4709685763345204+1.0356081522884526j),(-3.24557-0.486203j)
3.4305e-05,(0.40434011072310394+1.6022990315699146j),(-3.03423-1.30617j)
3.431e-05,(-0.034113418804169404+1.2470190735610207j),(-2.48656-2.07114j)
3.4315e-05,(-0.6076502729178329+0.5827790534829645j),(-0.335108-3.07204j)
3.4320000000000003e-05,(-0.9377167571988582+0.45009106446148334j),(0.434614-3.22214j)
3.4325e-05,(-0.8325246780020746+0.982554292012411j),(-0.780637-3.2084j)
3.433e-05,(-0.46651927052551256+1.4861548149971124j),(-1.83845-2.74181j)
3.4335e-05,(-0.20353907253355424+1.2698367672378863j),(-2.1887-2.41549j)
3.434e-05,(-0.23582654246026055+0.4654925076465104j),(-0.532258-2.61838j)
3.4345000000000004e-05,(-0.4249909346877896-0.1137491032509405j),(2.34349-1.11464j)
3.435e-05,(-0.5200287290487301+0.10393729495114584j),(1.5425-2.46079j)
3.4355e-05,(-0.4726798477995231+0.8256795921420625j),(-1.51002-2.97473j)
3.436e-05,(-0.45088891700166+1.2731459662137163j),(-1.92324-2.7334j)
3.4365e-05,(-0.5314386871024004+1.0718893297769916j),(-1.51638-2.90268j)
3.437e-05,(-0.500291324008871+0.5882551221709743j),(-0.63249-3.03363j)
3.4375e-05,(-0.0940112537249862+0.3733060915837503j),(-0.876659-2.32806j)
3.438e-05,(0.5612148105934527+0.4661770162325119j),(-3.07415+0.847869j)
3.4385000000000004e-05,(0.8999532185841417+0.4260176975667915j),(-2.82372+1.78412j)
3.439e-05,(0.4528290988054881-0.004449572500664742j),(-2.05208+1.80259j)
3.4395e-05,(-0.5692022257171157-0.5025715376752256j),(3.07272-0.811392j)
3.44e-05,(-1.3445659919271413-0.5647529199081078j),(2.87497-1.74875j)
3.4405e-05,(-1.1913427453256242-0.18448573159360124j),(2.3742-2.28106j)
3.441e-05,(-0.23616879675326122+0.08819270850092853j),(1.06198-1.18077j)
3.4415e-05,(0.7172916579236247-0.19110301833002535j),(-1.06156+2.90604j)
3.442e-05,(0.97091764605039-0.7963568444677117j),(0.26642+3.32601j)
3.4425e-05,(0.5299541035457482-1.072916092655993j),(1.51365+2.93433j)
3.443e-05,(-0.06138108501918449-0.6831795725777394j),(2.42032+1.83334j)
3.4435e-05,(-0.3477503635628804+0.05031427023070512j),(1.80754-1.45569j)
3.444e-05,(-0.3138649661253464+0.5670331335744623j),(-1.26444-2.83759j)
3.4445e-05,(-0.16760014933801676+0.6640111097392314j),(-2.15197-2.36215j)
3.4450000000000004e-05,(0.023731112601691223+0.5426175123867698j),(-2.40282-1.77994j)
3.4455e-05,(0.3434144017080484+0.385971722855247j),(-2.96344+0.031704j)
3.446e-05,(0.7438763712539698+0.1406747374160024j),(-2.26638+2.40022j)
3.4465e-05,(0.9550583821877131-0.2115253764419808j),(-1.14479+3.16371j)
3.447e-05,(0.7733124628824953-0.3947569905190867j),(-0.341251+3.26373j)
3.4475e-05,(0.3618983559605548-0.11717186842399399j),(-1.41825+2.08516j)
3.448e-05,(0.12127914218304858+0.42111057108013333j),(-2.37535-1.32338j)
3.4485e-05,(0.24586748334192776+0.5809522156333118j),(-3.07775-0.657789j)
3.4490000000000004e-05,(0.511014551046065+0.024757875480693085j),(-2.08511+2.0851j)
3.4495e-05,(0.5690888817629405-0.7352044475443054j),(1.12239+3.18197j)
3.45e-05,(0.37809987411623286-0.8087935654003832j),(1.7725+2.79976j)
3.4505e-05,(0.21483413093171655+0.004335472920128049j),(-1.38814+0.852495j)
3.451e-05,(0.2624112557906064+0.8578537181145934j),(-3.18763-0.820944j)
3.4515e-05,(0.3258460888108419+0.7677208278098367j),(-3.2263-0.528355j)
3.452e-05,(0.07860892156776939-0.22384764220523962j),(0.283535+1.64356j)
3.4525e-05,(-0.45579604348831804-1.0625328974813246j),(3.29353+0.641647j)
3.453e-05,(-0.8286465368248923-0.9114765205919868j),(3.31216-0.37219j)
3.4535e-05,(-0.6498653397720309-0.1128363510552565j),(2.42613-1.78144j)
3.454e-05,(-0.07472989141839759+0.310555767149516j),(-0.572407-2.10756j)
3.4545e-05,(0.3212812166171845-0.01471777912260613j),(-1.88553+1.26738j)
3.455e-05,(0.16737212797138135-0.3475214532240555j),(0.530237+2.55537j)
3.4555000000000004e-05,(-0.299490285819321+0.15493607376785212j),(1.13033-2.12231j)
3.456e-05,(-0.5267604709545667+1.2349246069213495j),(-1.77606-2.93949j)
3.4565e-05,(-0.28671131059364907+1.7283708450702082j),(-2.18719-2.54249j)
3.457e-05,(0.08727995630524443+0.9818697834264102j),(-2.515-1.93583j)
3.4575e-05,(0.12823868321247317-0.2743901560456274j),(0.163098+1.75222j)
3.458e-05,(-0.20490808970555655-0.741707279111316j),(2.97763+1.07667j)
3.4585e-05,(-0.5032560462612267-0.09549450382335381j),(2.373-1.61619j)
3.459e-05,(-0.4241908597171391+0.6543146455810394j),(-1.29396-2.98647j)
3.4595e-05,(-0.10359504065814536+0.4395945253326403j),(-1.42149-2.3995j)
3.46e-05,(0.04027421832122768-0.5299541035457479j),(2.09355+2.01112j)
3.4605e-05,(-0.13508421355858002-1.0272784828717882j),(3.07335+1.42619j)
3.461e-05,(-0.272563318195975-0.32687285168984354j),(2.60168+0.56378j)
3.4615e-05,(0.062293837214868364+0.9000665625383167j),(-2.84551-1.58017j)
3.4620000000000004e-05,(0.7835800916725137+1.394881817859178j),(-3.32746-0.474148j)
3.4625e-05,(1.2353824275990004+0.7874582328496962j),(-3.15087+0.998741j)
3.463e-05,(0.822141482827407-0.06103883072618381j),(-1.9831+2.36676j)
3.4635e-05,(-0.32835521281602137-0.18003620354154595j),(2.26608-0.10852j)
3.464e-05,(-1.4051494466491963+0.38232026958641574j),(1.2507-3.08385j)
3.4645e-05,(-1.662311321660143+0.7701166078608407j),(0.888334-3.18329j)
3.465e-05,(-1.1151289370797162+0.4625255629636804j),(1.01092-3.05198j)
3.4655e-05,(-0.46492134301468485-0.15368106727916758j),(2.42965-0.808686j)
3.4660000000000004e-05,(-0.3429588034608721-0.4124408698009427j),(2.81529+0.253524j)
3.4665e-05,(-0.685688696582919-0.2476920987611063j),(2.59233-1.84377j)
3.467e-05,(-0.8893433355011234-0.15470783015816944j),(2.19866-2.4659j)
3.4675e-05,(-0.5399950444274146-0.38790968222860067j),(2.90002-1.05427j)
3.468e-05,(0.10815857939351824-0.5670331335744624j),(2.02249+2.16798j)
3.4685e-05,(0.4302380930369743-0.244840720462926j),(-0.520894+2.81254j)
3.469e-05,(0.1503725350324793+0.3750173630487534j),(-2.43615-1.07932j)
3.4695e-05,(-0.33999185877804217+0.6047988946196531j),(-1.56243-2.81896j)
3.47e-05,(-0.41620566702394945+0.15196979581416456j),(1.09688-2.54954j)
3.4705e-05,(0.10370905134146309-0.4616143664693285j),(1.66332+2.28647j)
3.471e-05,(0.8026329881263724-0.5277872338335687j),(0.151561+3.36153j)
3.4715e-05,(1.1605376365250955-0.032972422998802396j),(-1.7221+2.83252j)
3.472e-05,(1.074969618413996+0.3575623941057224j),(-2.60207+1.99074j)
3.4725000000000004e-05,(0.8189478502362258+0.1812912100302306j),(-2.36698+2.15163j)
3.473e-05,(0.5817522906039624-0.23856457680426546j),(-0.889958+2.90423j)
3.4735e-05,(0.25727521896512323-0.27290557248897557j),(-0.284718+2.52933j)
3.474e-05,(-0.23753781392526366+0.13120518340920834j),(1.01925-1.77288j)
3.4745e-05,(-0.6012607853049972+0.3575623941057224j),(0.149161-3.24045j)
3.475e-05,(-0.35322643225089023-0.04506600066628357j),(2.14-1.3475j)
3.4755e-05,(0.5232223616399109-0.7154670425044451j),(1.30792+3.03549j)
3.476e-05,(1.3204926250324498-0.9074828130301551j),(-0.0967798+3.33675j)
3.4765000000000003e-05,(1.2106245521183066-0.4541981159774904j),(-0.965258+3.12152j)
3.477e-05,(0.14501003254169254+0.0033086433682120134j),(-0.813119+0.443825j)
3.4775e-05,(-0.99647337407126-0.15003005849643117j),(2.16559-2.35784j)
3.478e-05,(-1.271092440455712-0.679983717556084j),(2.94196-1.44595j)
3.4785e-05,(-0.6326370587373514-0.7827800167018633j),(3.18801-0.150213j)
3.4790000000000004e-05,(0.09252800362661869-0.1337151963865778j),(-0.0152357+1.11797j)
3.4795e-05,(0.1663451428493321+0.6430180314815448j),(-2.82972-1.11092j)
3.48e-05,(-0.2862557123464732+0.7109043927412622j),(-1.92428-2.56301j)
3.4805e-05,(-0.5492359103384309+0.044951989982965755j),(1.58646-2.44591j)
3.481e-05,(-0.2230475672345887-0.5530007075614377j),(2.95365+0.656202j)
3.4815e-05,(0.35699122947389667-0.4567072399826702j),(0.897558+2.88507j)
3.482e-05,(0.6322948044443505+0.03913344475890808j),(-1.83118+2.52026j)
3.4825e-05,(0.5226534194385595+0.16212385840695975j),(-2.43431+1.7639j)
3.4830000000000004e-05,(0.4061647261422824-0.31078467748834115j),(-0.200909+2.96036j)
3.4835e-05,(0.47484893994217625-0.7721701336188442j),(1.51642+3.02619j)
3.484e-05,(0.4073070554059334-0.5914487547621546j),(1.21295+2.96201j)
3.4845e-05,(-0.1467215262497429+0.05510605257576097j),(0.716722-0.848684j)
3.485e-05,(-0.919235025376825+0.4139232309271209j),(0.482111-3.31894j)
3.4855e-05,(-1.1621355640359234+0.13554047853489873j),(1.50046-2.95689j)
3.486e-05,(-0.5276716674489191-0.27667259214245626j),(2.72953-0.991558j)
3.4865e-05,(0.3912188812044313-0.1437552482960552j),(-1.23796+2.24616j)
3.487e-05,(0.630925787272348+0.45545378919531737j),(-2.97648+1.2478j)
3.4875e-05,(-0.051341033109706856+0.7126156642062651j),(-2.55336-1.83763j)
3.488e-05,(-0.859564989579596+0.08716572337887943j),(1.33609-2.94353j)
3.4885e-05,(-0.8393697638620858-0.9674951031203839j),(3.24881-0.442871j)
3.489e-05,(0.051227022426389233-1.4705244614732604j),(2.55229+2.01459j)
3.4895000000000004e-05,(0.9221997476291811-1.0265939742857877j),(0.608587+3.16801j)
3.49e-05,(0.9750246975663976-0.24689424622092962j),(-1.20445+2.93354j)
3.4905e-05,(0.3552799580088937+0.0030804664314433624j),(-1.9484+1.19206j)
3.491e-05,(-0.11534636403262574-0.4063936364811073j),(2.08721+1.53381j)
3.4915e-05,(0.08362894752250812-0.8147274547660431j),(2.59056+2.00459j)
3.492e-05,(0.6605885668092254-0.6446159589923725j),(0.757525+3.18239j)
3.4925e-05,(0.9710309900045659-0.09252800362661863j),(-1.43331+2.92411j)
3.493e-05,(0.7767350058125015+0.1792374620291795j),(-2.28385+2.23161j)
3.4935000000000003e-05,(0.3980639670644435-0.09480999523735256j),(-1.59886+2.09445j)
3.494e-05,(0.21392137873603254-0.4554537891953177j),(1.03572+2.70255j)
3.4945e-05,(0.2302371298180754-0.3089600620691625j),(0.183194+2.63921j)
3.495e-05,(0.2025123096545524+0.3108980214425165j),(-2.48294-0.699028j)
3.4955e-05,(0.022019641117945576+0.7385136465201354j),(-2.85544-1.63682j)
3.4960000000000004e-05,(-0.18323072510491661+0.42247958825213594j),(-1.12971-2.58218j)
3.4965e-05,(-0.28009513507246214-0.44746637407165396j),(2.90839+0.313764j)
3.497e-05,(-0.2797528807794618-1.129276929477391j),(3.2176+1.08247j)
3.4975e-05,(-0.20912959639097667-1.0858084118358402j),(3.04264+1.31509j)
3.498e-05,(0.011066859237088738-0.47849817078053336j),(1.73228+2.08734j)
3.4985e-05,(0.4042267667689284+0.06685759819328888j),(-2.19535+1.35121j)
3.499e-05,(0.7142113692866188+0.09948776689909068j),(-2.12188+2.41763j)
3.4995e-05,(0.555625397951267-0.2774704446826329j),(-0.524582+3.0663j)
3.5000000000000004e-05,(-0.12059463359704742-0.5865438507059708j),(2.76567+1.35026j)
3.5005e-05,(-0.8337803512199014-0.44860648090483124j),(2.94824-1.63187j)
3.501e-05,(-1.011419219009111+0.10815857939351839j),(1.55551-2.95479j)
3.5015e-05,(-0.608221437549659+0.7140980253324433j),(-0.84721-3.17937j)
3.502e-05,(-0.14113100239232082+0.9798162576684065j),(-2.44135-2.21876j)
3.5025e-05,(-0.05852881774881441+0.7889428164063478j),(-2.52196-1.97029j)
3.503e-05,(-0.2154046288343999+0.35117290649288657j),(-0.457305-2.57993j)
3.5035e-05,(-0.11933962710836273-0.004563649856896686j),(0.855031-0.492426j)
3.504e-05,(0.37421951050857677-0.10827281231988349j),(-1.43468+2.18935j)
3.5045e-05,(0.8311556608300724-0.04050246193091053j),(-1.60424+2.94018j)
3.505e-05,(0.7905385214867017+0.03844871392985948j),(-1.85006+2.69856j)
3.5055e-05,(0.37661529055958093+0.11854088559599645j),(-2.40129+1.03747j)
3.506e-05,(0.1482047763481105+0.3349713883372086j),(-2.28668-1.14736j)
3.5065000000000004e-05,(0.36280955245490715+0.7150114442572697j),(-3.31491-0.290157j)
3.507e-05,(0.6306968769335229+1.0087967510497555j),(-3.37014-0.0875427j)
3.5075e-05,(0.44039237787281665+0.8941348956031313j),(-3.24435-0.446788j)
3.508e-05,(-0.12584268091842163+0.38893644510760256j),(-0.892377-2.36296j)
3.5085e-05,(-0.46104320183750275-0.04403923778728172j),(2.11127-1.75459j)
3.509e-05,(-0.23742446997108818+0.07233388912434599j),(1.37315-1.39179j)
3.5095e-05,(0.10827281231988348+0.6789569546770828j),(-2.88512-1.37165j)
3.51e-05,(-0.09024623425893213+1.168865083511285j),(-2.69354-2.03265j)
3.5105000000000004e-05,(-0.8146118883813935+1.009594603589933j),(-0.919051-3.15161j)
3.511e-05,(-1.2721192033347146+0.3341735357970319j),(1.1729-3.03138j)
3.5115e-05,(-0.8334380969269001-0.1937272642337597j),(2.39916-2.00649j)
3.512e-05,(0.13930549800095257-0.12002413569436397j),(-0.315902+1.19389j)
3.5125e-05,(0.6545413334893897+0.30154381157732474j),(-2.67136+1.66206j)
3.513e-05,(0.26195343511295616+0.4337762023516298j),(-2.82034-0.472799j)
3.5135e-05,(-0.3874540839814248+0.015060055639911408j),(1.8469-1.80843j)
3.514e-05,(-0.29834795655566987-0.5566521608302688j),(3.1175+0.2782j)
3.5145e-05,(0.6892268058975743-0.7417072791113164j),(0.938543+3.18519j)
3.515e-05,(1.7074911107666977-0.5208265815889069j),(-1.15355+3.09639j)
3.5155e-05,(1.8474820063258415-0.3777576198232322j),(-1.63292+2.84616j)
3.516e-05,(1.1168402085447193-0.6336638216163529j),(-0.720655+3.15076j)
3.5165e-05,(0.2775837886368084-0.9901994528430738j),(1.82518+2.64411j)
3.5170000000000004e-05,(-0.10268228846246139-0.8814692643316353j),(2.80297+1.57312j)
3.5175e-05,(-0.15870109323390635-0.21209587434466437j),(1.71842+0.805095j)
3.518e-05,(-0.2650337237499616+0.4526001884666631j),(-0.809145-2.75037j)
3.5185e-05,(-0.36292511883955664+0.517175128320076j),(-1.07497-2.93472j)
3.519e-05,(-0.04518023359264861+0.05522028550212608j),(0.12912-0.635973j)
3.5195e-05,(0.7354333578831302-0.2784972075616348j),(-0.630023+3.21458j)
3.52e-05,(1.359854091157992-0.022247862503323702j),(-1.83736+2.81117j)
3.5205e-05,(1.1639601794551009+0.5694311360559406j),(-2.89198+1.53664j)
3.5210000000000003e-05,(0.26765841413979113+0.8674368383186107j),(-2.98972-0.998597j)
3.5215e-05,(-0.4555671331494929+0.6261342271703395j),(-1.08828-2.92283j)
3.522e-05,(-0.3170608211470019+0.21335088083334905j),(0.751105-2.40602j)
3.5225e-05,(0.41517890414494774+0.07518615639471594j),(-2.28694+1.35133j)
3.523e-05,(0.8059421871022027+0.15333881298616692j),(-2.2493+2.44579j)
3.5235000000000004e-05,(0.25853089218295017+0.011751412271699459j),(-1.82761+0.913553j)
3.524e-05,(-0.8945904938503078-0.5169484404117252j),(2.95557-1.51698j)
3.5245e-05,(-1.7944281460497997-1.023400341694606j),(3.12987-1.18234j)
3.525e-05,(-1.8931173936795713-0.9787894947894042j),(3.1123-1.07415j)
3.5255e-05,(-1.322661717175102-0.3836892867584176j),(2.80931-1.57769j)
3.526e-05,(-0.5798121088001345+0.21688765668971996j),(1.56033-2.25117j)
3.5265e-05,(-0.06069657643318314+0.37878438270223386j),(-0.812968-2.16497j)
3.527e-05,(0.07530038932108103+0.2406181025622691j),(-1.28217-1.25133j)
3.5275000000000004e-05,(-0.18790849676665455+0.2407336689469187j),(0.221741-2.23947j)
3.528e-05,(-0.7236811455364602+0.46161436646932835j),(-0.0406167-3.3278j)
3.5285e-05,(-1.183584240540785+0.48796794703037466j),(0.667716-3.27439j)
3.529e-05,(-1.1378332868024061-0.0009127299713792839j),(1.8664-2.68056j)
3.5295e-05,(-0.4579629132004969-0.6790725210617317j),(3.12287+0.030901j)
3.53e-05,(0.4743911192645263-0.8499818693755794j),(1.56436+2.81327j)
3.5305e-05,(1.062419553527149-0.3043951898755051j),(-0.930184+3.11043j)
3.531e-05,(1.0372038573688063+0.2980057022626693j),(-2.46174+2.10992j)
3.5315e-05,(0.6575082781722199+0.08990397996593154j),(-2.22823+2.0541j)
3.532e-05,(0.3630384627937325-0.9819853498110598j),(1.88317+2.69794j)
3.5325e-05,(0.32151012695600933-1.9769763627561419j),(2.16577+2.50945j)
3.533e-05,(0.38232026958641546-1.9009914648490593j),(1.92004+2.64925j)
3.5335e-05,(0.3958970973522642-0.7552841068771651j),(0.51929+2.8495j)
3.5340000000000004e-05,(0.4100450897499384+0.47347992277017387j),(-2.77767-0.275038j)
3.5345e-05,(0.5008602662102223+0.8636720410956036j),(-3.23792-0.222697j)
3.535e-05,(0.5420485701854185+0.4717686513051709j),(-3.04953+0.672404j)
3.5355e-05,(0.3069065363111591+0.13257420058121086j),(-2.32294+0.391781j)
3.536e-05,(-0.1997740530675003+0.44643961119265224j),(-1.16516-2.58772j)
3.5365e-05,(-0.6554547524142162+1.1309882009423935j),(-1.47122-3.05477j)
3.537e-05,(-0.7561975258019917+1.4182706761678692j),(-1.33433-3.04684j)
3.5375e-05,(-0.5640684113221066+0.9646437248222035j),(-1.15969-3.01713j)
3.5380000000000003e-05,(-0.39726611452426636+0.21278038293066537j),(1.07473-2.29933j)
3.5385e-05,(-0.3914477915432562-0.15368106727916758j),(2.46178-0.803186j)
3.539e-05,(-0.33337568325685507+0.023959133968326662j),(1.90568-1.40155j)
3.5395e-05,(-0.03183142719343542+0.26674499521496475j),(-0.764375-1.8928j)
3.54e-05,(0.26366470657795926+0.06993810907334173j),(-2.05017+0.526416j)
3.5405000000000004e-05,(0.03879096822286006-0.49983350333122056j),(1.99651+2.1451j)
3.541e-05,(-0.8021773898791961-0.8887721708692974j),(3.40904-0.448865j)
3.5415e-05,(-1.5760587949630436-0.6800992839407337j),(2.99158-1.53997j)
3.542e-05,(-1.376055609313671-0.040160207637909694j),(2.20528-2.44675j)
3.5425e-05,(-0.06297834580086967+0.4797538439983603j),(-0.95575-2.27963j)
3.543e-05,(1.4069740620683748+0.5130680768040686j),(-2.79624+1.70103j)
3.5435e-05,(1.8016177086332856+0.1869957445709705j),(-2.40098+2.25205j)
3.544e-05,(0.8034308406665491-0.10838682300320121j),(-2.00117+2.18078j)
3.5445000000000004e-05,(-0.6604752228550502-0.1580165846479052j),(2.4495-1.5534j)
3.545e-05,(-1.3010974742855905-0.06548835877823912j),(2.06446-2.57849j)
3.5455e-05,(-0.6580794428040458-0.0002281836040600022j),(2.03966-2.15864j)
3.546e-05,(0.5799254527543101+0.07849491088445162j),(-2.18518+1.86735j)
3.5465e-05,(1.347077338362796+0.3571067958585466j),(-2.55558+2.14337j)
3.547e-05,(1.188375800642794+0.8472416126011004j),(-3.12305+0.972152j)
3.5475e-05,(0.5039405548472278+1.2357246818920011j),(-3.11961-0.839346j)
3.548e-05,(-0.03263016870580185+1.156430585009088j),(-2.54555-1.97792j)
3.5485e-05,(-0.1462650390303771+0.6163221966274975j),(-1.61206-2.44402j)
3.549e-05,(-0.06389109799655378+0.07507214571139821j),(0.14103-0.758903j)
3.5495e-05,(-0.10211179055977773+0.014033248312300179j),(0.624509-0.487182j)
3.55e-05,(-0.2968655954294921+0.4198571202927808j),(-0.647752-2.83706j)
3.5505e-05,(-0.43936561499381527+0.7577954533128194j),(-1.59022-2.95025j)
3.5510000000000004e-05,(-0.36520755493638546+0.5186597118767277j),(-1.02386-2.92046j)
3.5515e-05,(-0.11340684895793995-0.2182568961047699j),(1.65499+0.938091j)
3.552e-05,(0.17615717339217418-0.8261351903892388j),(2.42006+2.28149j)
3.5525e-05,(0.43012474908279896-0.7680630821028376j),(1.62467+2.86882j)
3.553e-05,(0.6543146455810386-0.16212385840695964j),(-1.04157+2.90843j)
3.5535e-05,(0.8152963969673949+0.3423876388290464j),(-2.62169+1.95405j)
3.554e-05,(0.7887139060675228+0.26195343511295616j),(-2.5091+2.07814j)
3.5545e-05,(0.46104320183750275-0.19817679228581506j),(-1.04238+2.66815j)
3.5550000000000004e-05,(-0.13291645487421136-0.36897235215939195j),(2.19352+1.40416j)
3.5555e-05,(-0.805028768177377+0.1387352223413166j),(1.30789-3.03208j)
3.556e-05,(-1.3371519638657778+0.96509932306938j),(0.107217-3.38212j)
3.5565e-05,(-1.5965940525430802+1.3114806694602577j),(0.148556-3.30407j)
3.557e-05,(-1.541944487186684+0.72071420085363j),(0.972814-3.09845j)
3.5575e-05,(-1.1852955120057886-0.4575073149533213j),(2.7739-1.53706j)
3.558e-05,(-0.613241907990492-1.36190983934647j),(3.12683+0.75258j)
3.5585e-05,(-0.04004597471154467-1.366130234816653j),(2.60747+1.90801j)
3.559e-05,(0.24677867983628013-0.5705712428891185j),(0.922805+2.67378j)
3.5595e-05,(0.09458175162766966+0.3598448302025513j),(-1.75331-1.49693j)
3.56e-05,(-0.32949531964919887+0.7844912881668662j),(-1.85827-2.65835j)
3.5605e-05,(-0.6139264165764929+0.5614437209322771j),(-0.619211-3.17102j)
3.561e-05,(-0.44027903391864126+0.053394781110757975j),(1.68689-2.10902j)
3.5615000000000004e-05,(0.1172858791073117-0.24929002627193378j),(0.281479+2.08605j)
3.562e-05,(0.6450715572395489-0.13348695277689496j),(-1.16607+2.94993j)
3.5625e-05,(0.7624736694606521+0.2082168441952925j),(-2.35291+2.28783j)
3.563e-05,(0.44940655587548195+0.38551390217759635j),(-2.94649+0.709032j)
3.5635e-05,(0.007530038932108091+0.1665733864590151j),(-0.785547-1.15109j)
3.564e-05,(-0.2630957643766076-0.3093023163621632j),(2.66553+0.313875j)
3.5645e-05,(-0.31078467748834115-0.6425624332343688j),(3.252+0.359317j)
3.565e-05,(-0.26720281589261485-0.5268738149087423j),(3.04954+0.477519j)
3.5655e-05,(-0.22145141766814047-0.03582469026917236j),(1.72128-0.573411j)
3.566e-05,(-0.13999022883000112+0.4326338730879783j),(-1.27616-2.53387j)
3.5665e-05,(-0.0038790968222859987+0.5134103310970692j),(-2.26282-1.96358j)
3.567e-05,(0.07085063902597838+0.20251230965455247j),(-1.33103-1.21547j)
3.5675e-05,(-0.06069657643318318-0.1622378690902775j),(1.09443+0.839584j)
3.5680000000000004e-05,(-0.3515151607858871-0.23548428816726016j),(2.76192-0.446043j)
3.5685e-05,(-0.5340611550617551+0.025784638359694793j),(1.83659-2.43635j)
3.569e-05,(-0.37364834587675083+0.36748776860273985j),(-0.22717-3.01416j)
